,Ana Pinzon Dep 1:RASI,,Ana Pinzon Dep 1:RPSI,,Ana Pinzon Dep 1:RTHI,,Ana Pinzon Dep 1:RKNE,,Ana Pinzon Dep 1:RTIB,,Ana Pinzon Dep 1:RANK,,Ana Pinzon Dep 1:RHEE,,Ana Pinzon Dep 1:RTOE,
127,-89.436974,1250.891724,-284.885345,1269.464355,-122.843468,942.874939,-135.540024,784.708679,-229.395477,607.350708,-322.77948,434.019897,-387.521393,405.780212,-180.822159,371.505127
128,-86.89119,1250.114624,-282.217133,1269.283447,-120.249725,942.247009,-132.335892,784.035522,-226.847504,606.871338,-321.818054,434.508362,-386.979767,407.017517,-180.897644,370.935394
129,-84.20237,1249.419189,-279.419067,1269.338257,-118.101418,941.743042,-129.724777,783.454956,-224.692459,606.484924,-321.009521,434.922729,-386.527802,408.08783,-181.009933,370.367462
130,-81.334267,1248.866943,-276.454437,1269.679565,-116.432167,941.430298,-127.819359,783.049744,-222.99263,606.265991,-320.366791,435.292542,-386.159332,409.007141,-181.146683,369.799316
131,-78.256599,1248.530273,-273.291321,1270.362671,-115.241806,941.386047,-126.686569,782.917725,-221.782089,606.298157,-319.879517,435.665009,-385.846832,409.829132,-181.294754,369.226013
132,-74.948174,1248.488647,-269.904633,1271.445801,-114.492493,941.692139,-126.335617,783.163635,-221.060013,606.669556,-319.509979,436.1026,-385.538269,410.64389,-181.442108,368.640381
133,-71.399323,1248.824219,-266.278839,1272.987183,-114.108208,942.42865,-126.711205,783.890198,-220.786331,607.466553,-319.192444,436.678619,-385.156281,411.572418,-181.57988,368.033966
134,-67.613724,1249.61499,-262.409149,1275.041626,-113.977859,943.667175,-127.692207,785.1875,-220.880264,608.766968,-318.835175,437.472443,-384.599731,412.757782,-181.704147,367.398987
135,-63.609161,1250.928345,-258.302734,1277.65686,-113.961624,945.463745,-129.096176,787.12262,-221.222214,610.633789,-318.326752,438.564697,-383.749451,414.354309,-181.817657,366.730865
136,-59.417274,1252.81543,-253.978256,1280.868896,-113.899925,947.852661,-130.688248,789.731079,-221.658737,613.109741,-317.545258,440.03302,-382.476807,416.516174,-181.930191,366.031921
137,-55.082001,1255.303589,-249.465042,1284.697021,-113.624077,950.84198,-132.194031,793.010132,-222.010788,616.212891,-316.370087,441.949188,-380.655304,419.38681,-182.057861,365.314087
138,-50.657009,1258.3927,-244.801483,1289.141113,-112.967522,954.410645,-133.314713,796.916077,-222.084015,619.934021,-314.694153,444.376862,-378.1745,423.088837,-182.220032,364.6026
139,-46.202206,1262.050415,-240.032181,1294.176636,-111.776855,958.508301,-133.744125,801.365234,-221.680695,624.235901,-312.435699,447.369751,-374.95282,427.71582,-182.433731,363.937103
140,-41.779495,1266.211914,-235.205292,1299.75293,-109.921638,963.056458,-133.186295,806.239319,-220.612366,629.053833,-309.546143,450.968597,-370.948792,433.32312,-182.7052,363.372498
141,-37.448299,1270.780029,-230.369263,1305.791748,-107.302475,967.953003,-131.373917,811.393188,-218.711761,634.297424,-306.013641,455.196716,-366.166718,439.919159,-183.018936,362.976318
142,-33.261024,1275.62854,-225.569885,1312.186279,-103.857071,973.077332,-128.086746,816.66687,-215.843597,639.854126,-301.859863,460.05246,-360.655701,447.455109,-183.325027,362.82373
143,-29.259014,1280.606812,-220.847382,1318.804199,-99.564156,978.296997,-123.169861,821.896912,-211.912994,645.592224,-297.130432,465.499664,-354.500366,455.813934,-183.526382,362.989532
144,-25.469263,1285.547119,-216.234253,1325.489624,-94.445091,983.473938,-116.550323,826.928894,-206.870773,651.364563,-291.880585,471.456085,-347.803802,464.800964,-183.468384,363.537354
145,-21.902159,1290.272461,-211.753662,1332.06897,-88.563339,988.471802,-108.25087,831.627197,-200.715836,657.012634,-286.156616,477.782562,-340.664703,474.137024,-182.933426,364.506287
146,-18.550501,1294.605225,-207.418579,1338.355713,-82.021675,993.160278,-98.398338,835.880981,-193.493805,662.369812,-279.978546,484.275085,-333.152496,483.459229,-181.642548,365.897888
147,-15.389822,1298.375854,-203.231277,1344.158691,-74.957352,997.419617,-87.224449,839.607361,-185.292648,667.264832,-273.325409,490.663025,-325.284851,492.330719,-179.267105,367.663818
148,-12.379977,1301.430054,-199.183731,1349.289185,-67.534805,1001.142517,-75.05719,842.747925,-176.235672,671.525696,-266.128601,496.61557,-317.012909,500.262604,-175.450333,369.69751
149,-9.467824,1303.636108,-195.258148,1353.569214,-59.936573,1004.234314,-62.301567,845.263,-166.472488,674.984314,-258.273712,501.758087,-308.218231,506.74707,-169.838379,371.831299
150,-6.590756,1304.888184,-191.427917,1356.839478,-52.352192,1006.612183,-49.410503,847.121887,-156.168869,677.480408,-249.613327,505.697784,-298.723969,511.299774,-162.118088,373.8414
151,-3.68075,1305.109375,-187.658569,1358.964844,-44.966015,1008.202454,-36.847992,848.292664,-145.496506,678.867126,-239.988342,508.056091,-288.318756,513.506653,-152.057114,375.460541
152,-0.668571,1304.252075,-183.909073,1359.840454,-37.944599,1008.937744,-25.048697,848.732544,-134.623505,679.016418,-229.255325,508.504333,-276.79248,513.067566,-139.540268,376.397583
153,2.512175,1302.294312,-180.133041,1359.395874,-31.424772,1008.754272,-14.378761,848.38147,-123.706253,677.824341,-217.315338,506.797028,-263.976044,509.830475,-124.596878,376.362244
154,5.921458,1299.237549,-176.280396,1357.594116,-25.503548,1007.589844,-5.103468,847.159424,-112.883324,675.215393,-204.139175,502.797363,-249.779755,503.80957,-107.413132,375.090912
155,9.609903,1295.100586,-172.29892,1354.432739,-20.230951,1005.381958,2.633812,844.969666,-102.271362,671.145508,-189.784286,496.491241,-234.222946,495.1828,-88.327156,372.369965
156,13.61663,1289.91333,-168.136841,1349.938354,-15.606659,1002.068542,8.81835,841.705261,-91.963264,665.602783,-174.40033,487.986145,-217.448532,484.26944,-67.805595,368.052185
157,17.967903,1283.710327,-163.745117,1344.161987,-11.580864,997.589233,13.555818,837.259338,-82.028015,658.60614,-158.221558,477.495178,-199.719879,471.489502,-46.40514,362.063446
158,22.67646,1276.525635,-159.080994,1337.170166,-8.059322,991.887817,17.050886,831.53717,-72.511971,650.20105,-141.547867,465.308533,-181.399231,457.312866,-24.723753,354.399078
159,27.741428,1268.385498,-154.111191,1329.036499,-4.912064,984.915527,19.576654,824.466553,-63.440926,640.453369,-124.716942,451.756683,-162.911179,442.204773,-3.349366,345.109863
160,33.148602,1259.306152,-148.815872,1319.831787,-1.984748,976.63446,21.440174,816.005493,-54.822536,629.441895,-108.072723,437.17041,-144.696854,426.576752,17.186661,334.281036
161,38.87096,1249.289795,-143.192078,1309.61438,0.888545,967.020386,22.949755,806.146057,-46.6488,617.250305,-91.935303,421.845184,-127.166969,410.750122,36.444645,322.009613
162,44.869232,1238.32312,-137.256973,1298.423828,3.872438,956.065186,24.388758,794.913513,-38.898319,603.959961,-76.577362,406.013184,-110.661514,394.935059,54.09621,308.384308
163,51.092472,1226.379272,-131.049911,1286.27356,7.118458,943.77771,25.99905,782.360046,-31.538364,589.645081,-62.210411,389.828186,-95.423454,379.22757,69.927345,293.473297
164,57.478615,1213.419189,-124.633369,1273.151245,10.755251,930.184509,27.974968,768.556702,-24.526886,574.3703,-48.982452,373.364044,-81.590569,363.621216,83.827141,277.324646
165,63.95512,1199.395996,-118.09211,1259.019653,14.881356,915.328003,30.466471,753.584229,-17.814573,558.192566,-36.986149,356.626587,-69.20668,348.029755,95.766884,259.978638
166,70.43985,1184.260864,-111.530502,1243.823975,19.560726,899.266479,33.588512,737.523743,-11.347121,541.165649,-26.274414,339.57608,-58.248875,332.31665,105.775497,241.492279
167,76.842278,1167.969971,-105.067963,1227.503174,24.820896,882.072571,37.432671,720.452637,-5.067811,523.349182,-16.878916,322.156372,-48.66478,316.325256,113.917198,221.970459
168,83.065285,1150.493042,-98.832611,1210.003784,30.653484,863.833801,42.077171,702.443909,1.079752,504.817963,-8.826476,304.326569,-40.410709,299.908447,120.27607,201.597275
169,89.007698,1131.822388,-92.953743,1191.296509,37.016708,844.653809,47.592358,683.57135,7.148847,485.673767,-2.148802,286.090271,-33.481598,282.95462,124.949409,180.660126
170,94.567467,1111.980835,-87.553513,1171.393677,43.839527,824.655457,54.040199,663.920166,13.187117,466.054749,3.117348,267.518646,-27.924719,265.409698,128.049652,159.558701
171,99.645699,1091.030029,-82.7388,1150.364014,51.027069,803.985229,61.46814,643.60083,19.234554,446.143005,6.940187,248.763535,-23.832762,247.295715,129.711929,138.793869
172,104.15107,1069.076416,-78.593903,1128.343384,58.467247,782.817993,69.899033,622.764832,25.32221,426.167633,9.311187,230.060379,-21.316534,228.724548,130.102783,118.93544
173,108.004608,1046.27478,-75.174957,1105.539307,66.038063,761.361511,79.320091,601.618042,31.471666,406.402222,10.267388,211.718948,-20.462692,209.906113,129.426102,100.570702
174,111.144325,1022.827881,-72.506783,1082.228882,73.615463,739.859253,89.673775,580.429626,37.695251,387.157104,9.912073,194.103821,-21.286209,191.148804,127.921898,84.241814
175,113.529259,998.982971,-70.582298,1058.747192,81.0811,718.589355,100.85331,559.53241,43.996708,368.765045,8.427961,177.606781,-23.689409,172.849396,125.856682,70.381897
176,115.142593,975.023926,-69.364807,1035.468262,88.329475,697.859619,112.704117,539.313477,50.37204,351.562622,6.078223,162.613693,-27.438879,155.471146,123.506065,59.261234
177,115.99337,951.259338,-68.792679,1012.781616,95.273827,677.996765,125.031609,520.194336,56.810246,335.867615,3.193038,149.470078,-32.167881,139.509216,121.13205,50.953884
178,116.116631,928.007996,-68.785889,991.064331,101.849937,659.329895,137.613647,502.60025,63.293667,321.955505,0.142448,138.448654,-37.406368,125.445831,118.959579,45.330959
179,115.571716,905.582275,-69.25338,970.652588,108.017616,642.169922,150.21611,486.923553,69.797844,310.036407,-2.700673,129.722824,-42.633987,113.69944,117.156853,42.082142
180,114.439102,884.270447,-70.100327,951.818359,113.759636,626.78595,162.608261,473.483887,76.291122,300.235931,-5.001417,123.348335,-47.34621,104.574715,115.823471,40.761246
181,112.815765,864.32135,-71.234375,934.751648,119.078117,613.380859,174.576187,462.491455,82.733902,292.581268,-6.50034,119.255783,-51.120441,98.220367,114.98848,40.847511
182,110.809792,845.931213,-72.569916,919.552002,123.989243,602.070312,185.932266,454.018311,89.078362,286.995209,-7.041171,117.254074,-53.669258,94.602249,114.618683,41.811596
183,108.534592,829.235107,-74.030182,906.230103,128.516891,592.868164,196.520264,447.983124,95.2686,283.299042,-6.584223,117.045128,-54.871216,93.496445,114.634888,43.175446
184,106.103729,814.303894,-75.547089,894.717773,132.686508,585.679321,206.216858,444.152008,101.241753,281.223877,-5.203785,118.24807,-54.774548,94.504913,114.932777,44.557125
185,103.626617,801.146606,-77.059143,884.887146,136.519867,580.305359,214.930344,442.157379,106.93013,280.430786,-3.070788,120.430824,-53.575493,97.092171,115.404083,45.695717
186,101.205849,789.720154,-78.508041,876.573547,140.031937,576.460327,222.598969,441.532715,112.264381,280.537476,-0.424472,123.145874,-51.577179,100.638916,115.954185,46.455383
187,98.93634,779.942078,-79.834999,869.601074,143.230194,573.79718,229.189804,441.758942,117.177376,281.148743,2.461697,125.966637,-49.138538,104.5056,116.513336,46.811371
188,96.906448,771.708496,-80.977051,863.806091,146.116394,571.942993,234.698883,442.318207,121.608322,281.888763,5.314347,128.520889,-46.622646,108.097794,117.040321,46.823544
189,95.200592,764.912598,-81.864426,859.057617,148.690262,570.537781,239.152649,442.746552,125.506638,282.431244,7.889985,130.517838,-44.352737,110.924889,117.518806,46.603603
190,93.903259,759.464478,-82.418785,855.270874,150.954849,569.273621,242.609283,442.680084,128.834763,282.525299,9.997045,131.766006,-42.58075,112.644974,117.948349,46.282288
191,93.103271,755.306885,-82.552818,852.414856,152.9216,567.928528,245.157852,441.888885,131.569824,282.013672,11.508851,132.180649,-41.470013,113.090439,118.332573,45.980885
192,92.897781,752.427917,-82.170692,850.512085,154.614914,566.391968,246.913879,440.2948,133.703232,280.843079,12.367915,131.780212,-41.090546,112.272186,118.667816,45.790115
193,93.394806,750.867859,-81.169312,849.633301,156.074112,564.676758,248.009445,437.97229,135.239136,279.065063,12.583315,130.672913,-41.423607,110.362961,118.935043,45.757175
194,94.713898,750.719238,-79.440224,849.887085,157.353119,562.919067,248.577438,435.133667,136.191116,276.828674,12.223561,129.036194,-42.371567,107.663536,119.097298,45.880836
195,96.983841,752.121155,-76.872002,851.406555,158.516739,561.363464,248.731369,432.101562,136.578552,274.365143,11.407407,127.091766,-43.769566,104.558113,119.104225,46.113632
196,100.337616,755.246094,-73.353477,854.335449,159.634415,560.336792,248.543472,429.273499,136.423325,271.967896,10.294433,125.080956,-45.397179,101.466171,118.903419,46.369987
197,104.904182,760.283508,-68.777878,858.813904,160.772522,560.214172,248.024933,427.083466,135.747559,269.968445,9.076324,123.243042,-46.989639,98.798531,118.457405,46.539448
198,110.797844,767.418396,-63.048378,864.966431,161.986343,561.380676,247.1138,425.965179,134.573471,268.712341,7.968692,121.800209,-48.249855,96.923721,117.76355,46.504276
199,118.105995,776.809753,-56.08527,872.892395,163.313889,564.193726,245.674652,426.320404,132.925812,268.535339,7.202377,120.950073,-48.863174,96.148346,116.872719,46.160576
200,126.876297,788.569641,-47.834637,882.658447,164.77301,568.949707,243.513779,428.493744,130.836426,269.742737,7.012658,120.865967,-48.51683,96.711731,115.902016,45.441647
201,137.104691,802.744934,-38.278301,894.294067,166.3629,575.858582,240.410446,432.755341,128.351013,272.592224,7.624933,121.703133,-46.925163,98.792473,115.036865,44.34156
202,148.725952,819.304138,-27.444046,907.789551,168.070511,585.028992,236.162003,439.289673,125.536354,277.281616,9.236124,123.608032,-43.860039,102.521797,114.518646,42.935879
203,161.607788,838.130188,-15.415024,923.094116,169.881287,596.463013,230.637192,448.189148,122.486732,283.94046,11.992426,126.727295,-39.183788,107.998436,114.616272,41.39587
204,175.549744,859.020081,-2.336752,940.11615,171.792465,610.06073,223.828827,459.451965,119.328194,292.626648,15.965596,131.213104,-32.880054,115.299805,115.583549,39.992565
205,190.288025,881.691223,11.579823,958.72345,173.826401,625.633606,215.89653,472.982452,116.218842,303.326569,21.131571,137.222519,-25.076315,124.486687,117.607086,39.087719
206,205.505493,905.794067,26.060566,978.742249,176.041367,642.922485,207.189453,488.594269,113.344551,315.958923,27.35614,144.910126,-16.051636,135.600998,120.753944,39.110474
207,220.847366,930.930115,40.7766,999.957947,178.536606,661.619629,198.242203,506.017395,110.909821,330.381409,34.392418,154.414612,-6.224434,148.658401,124.929306,40.520832
208,235.940918,956.672241,55.35915,1022.115356,181.450058,681.390015,189.740387,524.90979,109.124458,346.399841,41.893723,165.840851,3.882138,163.638657,129.855362,43.763641
209,250.417923,982.587158,69.420258,1044.920532,184.947021,701.891357,182.458557,544.874573,108.187469,363.778473,49.443123,179.241302,13.69532,180.477554,135.079803,49.218807
210,263.937653,1008.257263,82.577721,1068.044312,189.201279,722.791199,177.176605,565.482178,108.270119,382.251373,56.597656,194.598907,22.661953,199.06218,140.017792,57.154613
211,276.209015,1033.300049,94.482292,1091.130005,194.369919,743.778381,174.587189,586.297607,109.500458,401.534119,62.942341,211.81456,30.321426,219.230011,144.024902,67.69091
212,287.008759,1057.383179,104.84433,1113.803589,200.565781,764.572388,175.206665,606.909119,111.951363,421.334351,68.146042,230.700607,36.370003,240.770966,146.491638,80.77726
213,296.19519,1080.235718,113.457047,1135.689209,207.831985,784.926086,179.304077,626.955017,115.633614,441.361664,72.010445,250.981277,40.7047,263.430054,146.945129,96.189171
214,303.715332,1101.653809,120.213821,1156.427124,216.122452,804.628357,186.859024,646.14679,120.495049,461.334961,74.503372,272.299408,43.438164,286.908661,145.140884,113.542274
215,309.605591,1121.502075,125.117615,1175.695312,225.293045,823.502014,197.554794,664.282043,126.425743,480.988892,75.770401,294.229401,44.881104,310.863037,141.127502,132.322189
216,313.985809,1139.709106,128.281097,1193.229126,235.105164,841.4021,210.808609,681.248535,133.268265,500.07724,76.121742,316.294312,45.495235,334.902313,135.272034,151.925919
217,317.046875,1156.262451,129.917664,1208.842285,245.242752,858.213989,225.833878,697.016052,140.831894,518.375671,75.995987,337.987946,45.824894,358.5867,128.239777,171.709869
218,319.034454,1171.197266,130.323837,1222.44043,255.340881,873.85022,241.725723,711.619141,148.908463,535.682983,75.906143,358.799042,46.419731,381.431641,120.929848,191.039093
219,320.229065,1184.587524,129.85527,1234.029907,265.02243,888.249512,257.557251,725.132385,157.288513,551.821899,76.376183,378.238281,47.761932,402.920959,114.375252,209.33371
220,320.925323,1196.532837,128.898453,1243.716309,273.938141,901.374939,272.473358,737.644714,165.775452,566.640137,77.878174,395.866119,50.209976,422.53064,109.622192,226.107727
221,321.411835,1207.148926,127.841187,1251.696167,281.804321,913.212463,285.770813,749.233643,174.196838,580.011963,80.778976,411.319092,53.967342,439.764496,107.605774,240.997772
222,321.952942,1216.555908,127.044411,1258.236816,288.432465,923.76947,296.954254,759.946716,182.412079,591.840271,85.303925,424.332916,59.07893,454.196228,109.039787,253.7789
223,322.774139,1224.870239,126.818153,1263.652344,293.747559,933.07196,305.764252,769.791016,190.315842,602.058289,91.521484,434.758698,65.452797,465.514069,114.335846,264.366425
224,324.052002,1232.195557,127.403099,1268.272461,297.792145,941.161621,312.176178,778.732727,197.838287,610.632935,99.34903,442.570831,72.899857,473.558411,123.561714,272.804138
225,325.908173,1238.618286,128.959549,1272.411865,300.716217,948.09137,316.372681,786.704895,204.94223,617.565308,108.57682,447.863525,81.18161,478.345764,136.443604,279.240387
226,328.408478,1244.202271,131.563705,1276.339478,302.755005,953.920715,318.697601,793.622253,211.618179,622.891235,118.904541,450.8367,90.055634,480.072876,152.409668,283.895477
227,331.565918,1248.987183,135.211029,1280.256348,304.197693,958.710083,319.597687,799.398376,217.878662,626.679321,129.983597,451.771851,99.310349,479.098633,170.667511,287.025055
228,335.347137,1252.989014,139.825745,1284.27771,305.352783,962.515991,319.5625,803.962952,223.752136,629.026672,141.458679,451.000885,108.784225,475.904816,190.302597,288.884918
229,339.681641,1256.201172,145.274872,1288.425781,306.513428,965.386719,319.068512,807.274597,229.277649,630.053162,153.002975,448.87207,118.368874,471.041656,210.383942,289.701477
230,344.47226,1258.598389,151.385193,1292.633423,307.928497,967.359253,318.534912,809.328186,234.500458,629.893372,164.343964,445.716431,127.998917,465.065765,230.062363,289.652252
231,349.606384,1260.142456,157.960953,1296.752441,309.780914,968.457458,318.292603,810.155884,239.46904,628.68689,175.278244,441.820404,137.634567,458.480194,248.649323,288.857788
232,354.966919,1260.787109,164.801193,1300.57312,312.176453,968.69281,318.568665,809.820801,244.233215,626.569336,185.676361,437.405884,147.243149,451.685028,265.668427,287.384308
233,360.44165,1260.484985,171.714966,1303.844482,315.141937,968.065796,319.484863,808.407715,248.84343,623.662231,195.479675,432.620483,156.785309,444.946136,280.875916,285.254974
234,365.931702,1259.191284,178.533432,1306.298706,318.632233,966.567688,321.066284,806.010925,253.350342,620.065613,204.692078,427.537964,166.209473,438.383942,294.252563,282.466461
235,371.356628,1256.868774,185.118744,1307.674561,322.543793,964.184082,323.258545,802.721558,257.804779,615.851074,213.369492,422.166443,175.455338,431.983276,305.971069,279.005066
236,376.658386,1253.489868,191.369095,1307.735718,326.732056,960.896973,325.94812,798.61731,262.257385,611.057373,221.60849,416.462585,184.464951,425.619476,316.3479,274.860077
237,381.801636,1249.035645,197.220459,1306.287476,331.030273,956.685181,328.983917,793.754883,266.757324,605.688843,229.53598,410.348297,193.198196,419.095459,325.787537,270.030701
238,386.772614,1243.494873,202.645248,1303.1875,335.267426,951.525146,332.197754,788.165405,271.350769,599.715454,237.299179,403.72644,201.647949,412.18158,334.726837,264.525421
239,391.57547,1236.859619,207.648697,1298.348145,339.283875,945.389099,335.421906,781.852356,276.078064,593.07605,245.055374,396.493713,209.85112,404.652954,343.585144,258.354553
240,396.227173,1229.12146,212.263199,1291.737549,342.944122,938.24292,338.503723,774.79248,280.971252,585.683411,252.960327,388.548737,217.891739,396.317047,352.723724,251.518692
241,400.751404,1220.266724,216.541351,1283.372559,346.145538,930.044373,341.317657,766.936951,286.050873,577.430908,261.154205,379.795563,225.894348,387.029663,362.415863,243.995728
242,405.171814,1210.273315,220.548203,1273.310791,348.825256,920.741882,343.774994,758.214478,291.324036,568.202209,269.745056,370.143494,234.006927,376.698273,372.826843,235.731216
243,409.505615,1199.110107,224.352875,1261.639526,350.963409,910.276184,345.831818,748.534851,296.783234,557.881287,278.790192,359.505646,242.374313,365.273743,384.00351,226.636063
244,413.757996,1186.738647,228.020279,1248.46582,352.585327,898.584656,347.494995,737.795166,302.406738,546.364807,288.278412,347.798218,251.105423,352.734894,395.872559,216.59462
245,417.917938,1173.117554,231.602966,1233.90625,353.76123,885.609924,348.82724,725.887634,308.160767,533.574585,298.114868,334.943726,260.238464,339.070862,408.246704,205.484009
246,421.95575,1158.212158,235.134048,1218.081177,354.604736,871.311096,349.94928,712.711609,314.003418,519.470947,308.1138,320.87915,269.710114,324.266205,420.840027,193.204361
247,425.822845,1142.005005,238.621567,1201.111694,355.268768,855.678467,351.038605,698.189392,319.889496,504.064575,318.001526,305.570496,279.335297,308.294128,433.29187,179.715317
248,429.454163,1124.50769,242.044998,1183.119751,355.938995,838.749023,352.324219,682.285095,325.776672,487.427246,327.43277,289.031342,288.803864,291.121704,445.199371,165.072784
249,432.772217,1105.775391,245.354538,1164.234375,356.823914,820.62085,354.075592,665.025513,331.630829,469.698792,336.020691,271.343842,297.698944,272.728271,456.156189,149.45787
250,435.693512,1085.916992,248.473831,1144.597778,358.141724,801.463867,356.585449,646.519592,337.430664,451.089844,343.378754,252.677536,305.537964,253.135056,465.795105,133.190384
251,438.136383,1065.104248,251.306122,1124.373901,360.103912,781.525208,360.146881,626.972961,343.170349,431.878967,349.169769,233.301254,311.833557,232.441635,473.828583,116.720329
252,440.029144,1043.575073,253.743561,1103.757935,362.896484,761.12616,365.025116,606.69397,348.859192,412.403442,353.154877,213.584274,316.166321,210.860184,480.081909,100.595779
253,441.31842,1021.630737,255.67952,1082.980225,366.660492,740.651062,371.426697,586.088013,354.518463,393.044159,355.233734,193.983002,318.256927,188.739395,484.513824,85.408859
254,441.976349,999.62915,257.021759,1062.309204,371.473755,720.527405,379.469116,565.638184,360.175385,374.204956,355.468567,175.013046,318.023926,166.567886,487.220245,71.728142
255,442.005798,977.968689,257.705658,1042.046509,377.336029,701.198608,389.154236,545.873352,365.854248,356.287842,354.085571,157.208054,315.613007,144.951569,488.420349,60.028217
256,441.443298,957.069824,257.705658,1022.519104,384.160034,683.092957,400.350189,527.325378,371.5672,339.667053,351.451324,141.070511,311.390411,124.563538,488.426056,50.629658
257,440.358795,937.351318,257.042572,1004.063721,391.770935,666.591309,412.78537,510.482239,377.304596,324.663971,348.02771,127.020973,305.898163,106.072472,487.6008,43.660431
258,438.852448,919.205933,255.786423,987.009216,399.913574,651.998474,426.057159,495.741852,383.02774,311.525665,344.311066,115.353745,299.77887,90.060013,486.313538,39.046265
259,437.048706,902.976257,254.05365,971.65625,408.27005,639.521484,439.65567,483.375092,388.6651,300.409821,340.767395,106.206169,293.684021,76.943108,484.896057,36.531086
